"mac_address","ssid","channel","source","signal_strength","floorid","timestamp"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-89","0","2023-11-24 12:04:20"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-52","0","2023-11-24 12:04:20"
"FE:47:AD:D7:13:E2","C1","2412","cap2","-67","0","2023-11-24 12:04:21"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-89","0","2023-11-24 12:04:22"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-52","0","2023-11-24 12:04:22"
"FE:47:AD:D7:13:E2","C1","2417","cap2","-69","0","2023-11-24 12:04:22"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-89","0","2023-11-24 12:04:22"
"FE:47:AD:D7:13:E2","C1","2412","cap1","-57","0","2023-11-24 12:04:22"
"FE:47:AD:D7:13:E2","C1","2422","cap2","-64","0","2023-11-24 12:04:23"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-89","0","2023-11-24 12:04:23"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-56","0","2023-11-24 12:04:24"
"FE:47:AD:D7:13:E2","C1","2422","cap2","-64","0","2023-11-24 12:04:24"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-89","0","2023-11-24 12:04:24"
"FE:47:AD:D7:13:E2","C1","2422","cap2","-63","0","2023-11-24 12:04:26"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-56","0","2023-11-24 12:04:26"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-89","0","2023-11-24 12:04:26"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-56","0","2023-11-24 12:04:26"
"FE:47:AD:D7:13:E2","C1","2422","cap2","-63","0","2023-11-24 12:04:27"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-89","0","2023-11-24 12:04:28"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-53","0","2023-11-24 12:04:28"
"FE:47:AD:D7:13:E2","C1","2422","cap2","-63","0","2023-11-24 12:04:28"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:28"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-53","0","2023-11-24 12:04:28"
"FE:47:AD:D7:13:E2","C1","2422","cap2","-63","0","2023-11-24 12:04:29"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:29"
"FE:47:AD:D7:13:E2","C1","2417","cap1","-53","0","2023-11-24 12:04:31"
"FE:47:AD:D7:13:E2","C1","2422","cap2","-69","0","2023-11-24 12:04:31"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:31"
"FE:47:AD:D7:13:E2","C1","2412","cap3","-93","0","2023-11-24 12:04:32"
